STDR_YM_CD,SUD_CD,VIATR_FCLTY_CO,PBLOFC_CO,BANK_CO,GEHSPT_CO,GNRL_HSPTL_CO,PARMACY_CO,KNDRGR_CO,ELESCH_CO,MSKUL_CO,HGSCHL_CO,UNIV_CO,DRTS_CO,SUPMK_CO,THEAT_CO,STAYNG_FCLTY_CO,ARPRT_CO,RLROAD_STATN_CO,BUS_TRMINL_CO,SUBWAY_STATN_CO,BUS_STTN_CO
202012,1123001532,5,,,,,,,,,,,,,,,,,,,
202012,1123001534,3,,,,,,,,,,,,,,,,,,,2
202012,1123001536,1,,,,,,,,,,,,,,,,,,,
202012,1123001543,1,,,,,,,,,,,,,,,,,,,
202012,1123001551,3,,,,,2,,,,,,,,,,,,,,
202012,1123001559,1,,,,,,,,,,,,,,,,,,,
202012,1123001561,1,,,,,,,,,,,,,,,,,,,
202012,1123001564,2,,,,,1,,,,,,,,,,,,,,
202012,1123001573,2,,,,,,,,,,,,,,,,,,,
202012,1123001577,3,,1,,,,,,,,,,,,,,,,,1
202012,1123001584,8,,1,,,1,,,,,,,,,,,,,,2
202012,1123001588,1,,,,,,,,,,,,,,,,,,,
202012,1123001589,2,,,,,1,,,,,,,,,,,,,,1
202012,1123001591,1,,,,,,,,,,,,,,,,,,,
202012,1123001592,1,,,,,,,,,,,,,,,,,,,
202012,1123001593,9,,1,,,1,,,,,,,,,,,,,,
202012,1123001594,3,,,,1,1,,,,,,,,,,,,,,1
202012,1123001595,2,1,,,,,,,,,,,,,,,,,,
202012,1123001596,3,,,,,1,,,,,,,,,,,,,,1
202012,1123001597,4,,,,,1,,,,,,,,,,,,,,
202012,1123001606,2,,,,,,,,,,,,,,,,,,,2
202012,1123001608,1,,,,,,,,,,,,,,,,,,,
202012,1123001609,3,,,,,1,,,,,,,,,,,,,,1
202012,1123001610,1,,,,,,,,,,,,,,,,,,,
202012,1123001611,1,,,,,,,,,,,,,,,,,,,
202012,1123001617,3,,,,,,,,,,,,,,1,,,,,2
202012,1123001619,1,,,,,,,,,,,,,,,,,,,1
202012,1123001623,3,,,,,,,,,,,,,,,,,,,
202012,1123001625,3,,,,,,,,,,,,,,,,,,,
202012,1123001630,2,,,,,,,,,,,,,,,,,,,
202012,1123001633,2,,,,,,,,,,,,,,,,,,,2
202012,1123001634,8,,,,,,,,,,,,,,,,,,,1
202012,1123001635,3,,,,,1,,,,,,,,1,,,,,,
202012,1123001636,1,,,,,,,,,,,,,,,,,,,
202012,1123001637,5,,,,,1,,,,,,,,,,,,,,
202012,1123001638,6,,1,,,1,,,,,,,,,,,,,,1
202012,1123001639,5,,,,,1,,,,,,,,,,,,,,
202012,1123001640,7,,,,,2,,,,,,,,,,,,,,
202012,1123001642,2,,,,,,,,,,,,,,,,,,,1
202012,1123001644,1,,,,,,,,,,,,,,,,,,,1
202012,1123001646,3,,,,1,1,,,,,,,,,,,,,,
202012,1123001649,1,,,,,,,,,,,,,,,,,,,1
202012,1123001663,1,,,,,,,,,,,,,,,,,,,1
202012,1123001669,7,,,,,,,,,,,,,,,,,,,
202012,1123001673,1,,,,,,,1,,,,,,,,,,,,
202012,1123001674,5,,,,,1,,,,,,,,,,,,,,1
202012,1123001675,2,,,,1,,,,,,,,,,,,,,,1
202012,1123001698,1,,,,,,,,,,,,,,,,,,,1
202012,1123001707,4,,,,,,,,,,,,,,,,,,,1
202012,1123001708,1,,,,,,,,,,,,,,,,,,,1
202012,1123001713,1,,,,,,,,,,,,,,,,,,,
202012,1123001719,1,,,,,,,,,,,,,,,,,,,
202012,1123001729,1,,,,,1,,,,,,,,,,,,,,
202012,1123001731,4,,,,,2,,,,,,,,,,,,,,
202012,1123001733,2,,,,,,,,,,,,,,,,,,,
202012,1123001735,1,,,,,,,,,,,,,,,,,,,
202012,1123001741,1,,,,,,,,,,,,,,,,,,,
202012,1123001746,1,,,,,,,,,,,,,,,,,,,
202012,1123001747,3,1,,,,,,,,,,,,,,,,,,
202012,1123001753,1,,,,,,,,,,,,,,,,,,,1
202012,1123001765,3,,,,,1,,,,,,,,,,,,,,1
202012,1123001766,2,,,,,,,,,,,,,,,,,,,1
202012,1123001772,1,,,,,,,,,,,,,,,,,,,
202012,1123001773,2,,,,,,,,,1,1,,,,,,,,,
202012,1123001775,1,,,,,,,,,,,,,,,,,,,
202012,1123001776,3,,,,,1,,,,,,,,,,,,,,
202012,1123001777,3,,1,,,1,,,,,,,,,,,,,,
202012,1123001779,2,,,,,1,,,,,,,,,,,,,,
202012,1123001781,1,,,,,,,1,,,,,,,,,,,,
202012,1123001782,6,1,,,,,,,,,,,,,,,,,,2
202012,1123001784,2,1,,,,,,,,,,,,,,,,,,1
202012,1123001785,2,,,,,,,,,,,,,,,,,,,1
202012,1123001787,1,,,,,,,,,,,,,,,,,,,
202012,1123001788,4,,,,,,,,,,,,,,,,,,,3
202012,1123001789,2,,,,,1,,,,,,,,,,,,,,
202012,1123001790,1,,,,,,,,,,,,,,,,,,,1
202012,1123001791,1,,,,,,,,,,,,,,,,,,,
202012,1123001794,2,,,,,,,,,,,,,,,,,,,1
202012,1123001795,3,,,,,,,,,,,,,,,,,,,3
202012,1123001799,5,,,,,1,,,,,,,,,,,,,,
202012,1123001803,2,,,,,,,,,,,,,,,,,,,
202012,1123001805,2,,,,,1,1,,,,,,,,,,,,,
202012,1123001808,1,,,,,,,,,,,,,,,,,,,
202012,1123001817,2,,,,,,,,,,,,,,,,,,,2
202012,1123001819,2,,,,,,,,,,,,,,,,,,,
202012,1123001822,2,,,,,,,,,,,,,,,,,,,
202012,1123001826,1,,,,,,,,,,,,,,,,,,,
202012,1123001829,3,,,,,2,,,,,,,,,,,,,,
202012,1123001831,2,,,,,,,,,,,,,,,,,,,
202012,1123001834,2,,,,,,,,,,,,,,,,,,,2
202012,1123001838,1,,,,,,,,,,,,,,,,,,,1
202012,1123001847,5,,,,,,,,,,,,,,,,,,,
202012,1123001848,6,,,,,1,,,,,,,,,,,,,,2
202012,1123001849,3,,,,,,,,,,,,,,,,,,,
202012,1123001850,1,,,,,,,,1,,,,,,,,,,,
202012,1123001851,2,,,,,,,,,,,,,,,,,,,1
202012,1123001853,4,,,,,,,,,,,,,,,,,,,
202012,1123001855,1,,,,,,1,,,,,,,,,,,,,
202012,1123001858,1,,,,,1,,,,,,,,,,,,,,
202012,1123001859,4,,,,,,,,,,,,,,,,,,,
202012,1123001860,1,,,,,,,,,,,,,,,,,,,
202012,1123001863,2,,,,,,,1,,,,,,,,,,,,1
202012,1123001864,7,,1,,,2,,,,,,,,,,,,,,
202012,1123001870,1,,,,,,,,,,,,,,,,,,,1
202012,1123001876,3,,,,,,,,,,,,,,1,,,,,1
202012,1123001877,1,,,,,,,,,,,,,,,,,,,1
202012,1123001878,2,1,,,,,,,,,,,,,,,,,,1
202012,1123001879,1,,,,,,,,,,,,,,,,,,,1
202012,1123001882,1,,,,,,,,,,,,,,,,,,,1
202012,1123001885,2,,,,1,,,,,,,,,,,,,,,1
202012,1123001888,1,,,,,,,,,,,,,,,,,,,
202012,1123001889,3,,,,,,,,,,,,,,,,,,,
202012,1123001894,2,,,,,,,,,,,,,,1,,,,,
202012,1123001898,3,,,,,1,,,,,,,,,,,,,,1
202012,1123001904,1,,,,,,,,,,,,,,,,,,,1
202012,1123001907,2,1,,,,,,,,,,,,,,,,,,
202012,1123001912,2,,,,,,,,,,,,,,1,,,,,
202012,1123001918,1,,,,,,,,,,,,,,1,,,,,
202012,1123001922,1,,,,,,,,,,,,,,,,,,,
202012,1123001926,1,1,,,,,,,,,,,,,,,,,,
202012,1123001930,2,,,,,1,,,,1,,,,,,,,,,
202012,1123001935,5,,1,,,1,,,,,,,,,,,,,,
202012,1123001944,1,,,,,,,,,,,,,,,,,,,
202012,1123001950,2,,,,,,,,,,,,,,,,,,,
202012,1123001953,1,,,,,,,,,,,,,,,,,,,
202012,1123001958,1,,,,,,,,,,,,,,,,,,,
202012,1123001961,1,,,,,,,,,,,,,,,,,,,1
202012,1123001965,1,,,,,,,,,,,,,,,,,,,
202012,1123001966,3,,,,,1,,,,,,,,,,,,,,1
202012,1123001973,2,,,,,,1,,,,,,,,,,,,,
202012,1123001980,1,1,,,,,,,,,,,,,,,,,,
202012,1123001982,1,,,,,,,,,,,,,,,,,,,1
202012,1123001984,8,,,,,2,,,,,,,,,,,,,,
202012,1123001987,1,,,,,,,,,,,,,,,,,,,
202012,1123001992,1,,,,,,,,,,,,,,,,,,,
202012,1123001994,2,,,,,,,,,,,,,,,,,,,
202012,1123002008,9,,,,,1,,,,,,,,,,,,,1,4
202012,1123002009,1,,,,,,,,,,,,,,,,,,,
202012,1123002011,2,,,,,1,,,,,,,,,,,,,,1
202012,1123002014,2,,,,,,1,,,,,,,,,,,,,
202012,1123002036,1,,,,,,,,,,,,,,,,,,,1
202012,1123002037,1,,,,,,,,,,,,,,,,,,,1
202012,1123002055,2,,,,,,,,,,,,,,,,,,,1
202012,1123002061,1,,,,,,,,,,,,,,,,,,,
202012,1123002062,1,,,,,,,,,,,,,,,,,,,1
202012,1123002078,2,,,,,,,,,,,,,,,,,,,1
202012,1123002083,2,,,,,,,,,,,,,,,,,,,2
202012,1123002087,2,,,,,,,,,,,,,,,,,,,2
202012,1123002091,12,,,,,1,,,,,,,,1,1,,,,2,1
202012,1123002093,1,,,,,,,,,,,,,,,,,,,
202012,1123002095,9,,,,,,,,,,,,,,,,,,,3
202012,1123002099,1,,,,,,,,,,,,,,,,,,,
202012,1123002107,1,1,,,,,,,,,,,,,,,,,,
202012,1123002111,3,,,,,,,,,,,,,,,,,,,
202012,1123002118,1,,,,,,1,,,,,,,,,,,,,
202012,1123002121,2,,,,,1,,,,,,,,,,,,,,1
202012,1123002122,4,,,,,,,,,,,,,,,,,,,
202012,1123002129,9,,,,,5,,,,,,,,,,,,,,
202012,1123002131,1,,,,,,1,,,,,,,,,,,,,
202012,1123002134,1,,,,,,,,,,,,,,,,,,,
202012,1123002135,1,,,,,,,,,,,,,,,,,,,
202012,1123002138,8,,1,,,2,,,,,,,,,,,,,,
202012,1123002143,1,,,,,,,,,,,,,,,,,,,1
202012,1123002144,2,,,,,,,,,,,,,,,,,,,1
202012,1123002152,1,,,,,,,,,,,,,,,,,,,
202012,1123002155,1,1,,,,,,,,,,,,,,,,,,
202012,1123002156,1,,,,,,,,,,,,,,,,,,,1
202012,1123002157,1,,,,,,,,,,,,,,,,,,,
202012,1123002159,4,,,,,,,,,,,,,,,,,,,1
202012,1123002162,3,,,,,2,,,,,,,,,,,,,,
202012,1123002166,1,,,,,,,,,,,,,,,,,,,1
202012,1123002172,2,,,,,,,,,,,,,,,,,,,
202012,1123002173,3,,,,,,,,,,,,,,,,,,,
202012,1123002176,1,,,,,,,,,,,,,,,,,,,
202012,1123002179,3,,,,,,,,,,,,,,,,,,,1
202012,1123002183,2,,,,,,1,1,,,,,,,,,,,,
202012,1123002189,1,,,,,1,,,,,,,,,,,,,,
202012,1123002190,1,,,,,,,,,,,,,,,,,,,1
202012,1123002198,3,,,,,,,,,,,,,,,,,,,3
202012,1123002207,1,,,,,,,1,,,,,,,,,,,,
202012,1123002209,1,,,,,,,1,,,,,,,,,,,,
202012,1123002220,1,,,,,,,,,1,,,,,,,,,,
202012,1123002222,1,,,,,,,,,,,,,,,,,,,
202012,1123002224,1,,,,,,,,,,,,,,,,,,,
202012,1123002229,1,,,,,,,,1,,,,,,,,,,,
202012,1123002232,1,,,,,,,,1,,,,,,,,,,,
202012,1123002234,4,,,,,1,,,,,,,,,,,,,,3
202012,1123002237,1,,,,,,,,,,,,,,,,,,,1
202012,1123002238,2,,,,,,,,,,,,,,,,,,,
202012,1123002241,30,1,1,,,,,,,,27,,,,,,,,,
202012,1123002243,4,,,,,,,,,,,,,,,,,,,1
202012,1123002244,15,,1,,,,,,,,,,,,,,,,,
202012,1123002246,10,,,,,,,,,,,,,,,,,,,
202012,1123002247,2,,1,,1,,,,,,,,,,,,,,,
202012,1123002248,11,,,,,1,,,,,,,,,,,,,,1
202012,1123002249,6,,1,,,1,,,,,,,,,,,,,,
202012,1123002250,8,,,,,,,,,,,,,,,,,,,
202012,1123002251,1,,,,,,,,,,,,,,,,,,,
202012,1123002253,1,,,,,,,,,,,,,,,,,,,
202012,1123002254,6,,,,,,,,,,,,,,,,,,,1
202012,1123002255,5,,,,,,,,,,,,,,,,,,,
202012,1123002256,1,,,,,,,,,,,,,,,,,,,
202012,1123002257,1,,,,,,,,,,,,,,,,,,,
202012,1123002259,4,,,,,,,,,,,,,,,,,,,
202012,1123002262,4,,1,,,1,,,,,,,,,,,,,,
202012,1123002263,11,,,,,,,,,,,,,,,,,,,
202012,1123002265,3,,,,,,,,,,,,,,,,,,,
202012,1123002266,6,,,,,1,,,,,,,,,,,,,,
202012,1123002267,7,,,,,1,,,,,,,3,,,,,,,
202012,1123002268,2,,,,,1,,,,,,,,,,,,,,
202012,1123002271,1,,,,,,,,,,,,,,,,,,,
202012,1123002274,13,,,,,1,,,,,,,,,,,,,,
202012,1123002276,1,,,,,,,,,,,,,,,,,,,
202012,1123002279,3,,1,,,,,,,,,,,,,,,,,
202012,1123002281,2,,,,,,,,,,,,,,,,,,,
202012,1123002288,3,,,,,,,,,,,,,,,,,,,
202012,1123002291,2,,,,,,,,,,,,,,,,,,,
202012,1123002300,6,,,,,,,,,,,,,,,,,,,1
202012,1123002301,2,,,,,,,,,,,,,,,,,,,1
202012,1123002304,1,,,,,1,,,,,,,,,,,,,,
202012,1123002311,3,,,,,,,,,,,,,,3,,,,,
202012,1123002312,3,,,,,1,,,,,,,,,1,,,,,
202012,1123002314,1,,,,,,,,,,,,,,1,,,,,
202012,1123002321,2,,,,,,,,,,,,,,,,,,,
202012,1123002327,2,,,,,,,,,,,,,,,,,,,
202012,1123002328,1,,,,,,,,,,,,,,,,,,,
202012,1123002330,1,,,,,,,,,,,,,,,,,,,
202012,1123002332,4,,,,,1,,,,,,,,,,,,,,
202012,1123002334,4,,,,,,,,,,,,,,,,,,,
202012,1123002337,1,,,,,,,,,,,,,,1,,,,,
202012,1123002339,1,,,,,,,,,,,,,,1,,,,,
202012,1123002340,1,,,,,,,,,,,,,,,,,,,
202012,1123002341,1,,,,,,,,1,,,,,,,,,,,
202012,1123002343,1,,,,,,,,,,,,,,,,,,,
202012,1123002353,1,,,,,,,,,,,,,,1,,,,,
202012,1123002358,1,,,,,,,,,,,,,,,,,,,
202012,1123002359,1,,,,,,,1,,,,,,,,,,,,
202012,1123002360,7,,,,,2,,,,,,,,,,,,,,1
202012,1123002362,5,1,,,,2,,,,,,,,,,,,,,1
202012,1123002371,1,,,,,,,,,,,,,,,,,,,
202012,1123002374,2,,,,,,,,,,,,,,,,,,,
202012,1123002376,2,,,,,,,,,,,,,,1,,,,,
202012,1123002379,3,,,,,1,,,,,,,,,,,,,,2
202012,1123002380,1,,,,,,,,,,,,,,,,,,,
202012,1123002382,1,,,,,,,,,,,,,,,,,,,
202012,1123002385,1,,,,,1,,,,,,,,,,,,,,
202012,1123002387,1,,,,,,,,,,,,,,,,,,,
202012,1123002388,2,,,,,,,,,,,,,,,,,,,
202012,1123002391,1,,,,,,,,,,,,,,,,,,,
202012,1123002392,2,,,,,1,,,,,,,,,,,,,,
202012,1123002394,1,,,,,,,,,,,,,,,,,,,1
202012,1123002395,1,,,,,,,,,,,,,,,,,,,1
202012,1123002399,2,,,,,,,,,,,,,,,,,,,
202012,1123002404,2,1,,,,,,,,,,,,,,,,,,1
202012,1123002406,2,,,,,1,,,,,,,,,,,,,,
202012,1123002408,1,,,,,,1,,,,,,,,,,,,,
202012,1123002411,1,,,,,,,,,,,,,,,,,,,1
202012,1123002413,1,,,,,,,,,,,,,,1,,,,,
202012,1123002417,1,,,,,,,,,,,,,,,,,,,
202012,1123002419,1,1,,,,,,,,,,,,,,,,,,
202012,1123002421,2,,,,,,,,,,,,,,,,,,,1
202012,1123002423,1,,,,,1,,,,,,,,,,,,,,
202012,1123002433,2,,,,,,,,,,,,,,,,,,,
202012,1123002435,2,,,,,,,,,,,,,,,,,,,
202012,1123002442,2,,,,,,,,,,,,,,,,,,,
202012,1123002451,2,,,,,,,,,,,,,,2,,,,,
202012,1123002453,2,,,,,1,,,,,,,,,,,,,,
202012,1123002455,1,,,,,,,,,,,,,,,,,,,
202012,1123002462,3,,,,,,,,,,,,,,,,,,,
202012,1123002464,1,,,,,,,,,,,,,,1,,,,,
202012,1123002466,1,,,,,,,,,,,,,,,,,,,
202012,1123002467,1,,,,,,,,,,,,,,,,,,,
202012,1123002476,1,,,,,,,,,,,,,,,,,,,
202012,1123002486,1,,,,,,,,,,,,,,,,,,,1
202012,1123002488,1,,,,,,,,,,,,,,,,,,,1
202012,1123002491,4,,,,,,,,,,,,,,,,,,,3
202012,1123002493,1,,,,,,,,,,,,,,,,,,,
202012,1123002497,1,,,,,,,,,,,,,,,,,,,
202012,1123002498,2,,,,,,,,1,1,,,,,,,,,,
202012,1123002506,1,,,,,,,,,,,,,,,,,,,1
202012,1123002513,1,,,,,,,1,,,,,,,,,,,,
202012,1123002514,2,,,,,,,,,,,,,,,,,,,
202012,1123002515,3,,,,,,,,,,,,,,,,,,,1
202012,1123002520,1,,,,,,,,,,,,,,,,,,,1
202012,1123002521,1,,,,,,,,,,,,,,,,,,,
202012,1123002532,3,,,,,,,,,,,,,,,,,,,
202012,1123002533,1,,,,,,,,,,,,,,,,,,,1
202012,1123002538,1,,,,,,,,,,,,,,,,,,,
202012,1123002546,3,,,,,1,,,,,,,,,,,,,,1
202012,1123002556,1,,,,,,,,,,,,,,,,,,,1
202012,1123002577,5,,,,,,,,,,,,,,,,,,,
202012,1123002578,1,,,,,1,,,,,,,,,,,,,,
202012,1123002593,5,,,,,,,,,,1,,,,1,,,,,1
202012,1123002600,1,,,,,,1,,,,,,,,,,,,,
202012,1123002605,9,,,,,,,,,,,,,,,,,,1,3
202012,1123002606,2,,,,,,,,,,,,,,,,,,,
202012,1123002607,2,,,,,,,,,,,,,,,,,,,1
202012,1123002608,1,1,,,,,,,,,,,,,,,,,,
202012,1123002613,5,,,,,2,,,,,,,,,,,,,,
202012,1123002616,10,,3,,,1,,,,,,,,,,,,,,
202012,1123002618,8,,,,,1,,,,,,,,,,,,,,3
202012,1123002623,1,,,,,,,,,,,,,,,,,,,1
202012,1123002626,3,,,,,,,,,,,,,,,,,,,
202012,1123002627,2,,,,,,,,,,,,,,,,,,,
202012,1123002628,13,,,,,3,,,,,,,,,,,,,,2
202012,1123002629,3,,,,,1,,,,,,,,,,,,,,
202012,1123002631,6,1,1,,,,,,,,,,,,,,,,,2
202012,1123002633,5,2,,,,,,,,,,,,,,,,,,2
202012,1123002634,4,,,,,1,,,,,,,,,,,,,,1
202012,1123002635,2,,,,,1,,,,,,,,,,,,,,
202012,1123002638,5,,,,,1,,,,,,,,,,,,,,2
202012,1123002639,2,,,,,1,,,,,,,,,,,,,,
202012,1123002642,1,,,,,,,,,,,,,,,,,,,
202012,1123002643,1,,,,,,,,,,,,,,,,,,,
202012,1123002645,2,,,,,,,,,,,,,,1,,,,,
202012,1123002646,1,,,,,,,,,,,,,,,,,,,
202012,1123002651,5,,,1,,2,,,,,,,,,,,,,,2
202012,1123002654,2,,,,,,,,,,,,,,,,,,,
202012,1123002655,1,,,,,,,,,,,,,,,,,,,
202012,1123002660,3,,,,,,,,,,,,,,,,,,,
202012,1123002662,1,,,,,,,,,,,,,,,,,,,
202012,1123002674,1,,,,,,,,,,,,,,,,,,,
202012,1123002680,1,1,,,,,,,,,,,,,,,,,,
202012,1123002690,1,,,,,1,,,,,,,,,,,,,,
202012,1123002691,1,,,,,,,,,,,,,,,,,,,
202012,1123002692,1,,,,,,,,,,,,,,,,,,,
202012,1123002694,1,,,,,,,,,,,,,,,,,,,
202012,1123002698,2,,,,,,,,,,,,,,,,,,,2
202012,1123002701,2,,,,,,,,,,,,,,,,,,,1
202012,1123002702,1,,,,,,,,,,,,,,,,,,,
202012,1123002706,1,,,,,,,,,,,,,,,,,,,
202012,1123002707,3,,,,,,,,,,,,,,,,,,,2
202012,1123002708,1,,,,,,,,,,,,,,1,,,,,
202012,1123002717,2,,,,,,,,,,,,,,,,,,,2
202012,1123002719,1,,,,,,,,,,,,,,,,,,,1
202012,1123002720,1,1,,,,,,,,,,,,,,,,,,
202012,1123002724,2,,,,,,,,,,,,,,,,,,,
202012,1123002729,2,,,,,,,,,,,,,,,,,,,2
202012,1123002733,1,,,,,,,,,,,,,,,,,,,1
202012,1123002734,1,,,,,,,,,,,,,,,,,,,1
202012,1123002739,1,,,,,1,,,,,,,,,,,,,,
202012,1123002741,2,,,,,,,,,,,,,,,,,,,
202012,1123002742,1,,,,,,,,,,,,,,,,,,,1
202012,1123002747,1,,,,,,,,,,,,,,,,,,,1
202012,1123002756,2,,,,,,,,,,,,,,,,,,,
202012,1123002766,2,,,,,,,,,,,,,,,,,,,
202012,1123002772,1,,,,,,,,,,,,,,,,,,,
202012,1123002776,2,,,,,,,,,,,,,,,,,,,
202012,1123002785,1,,,,,,,,1,,,,,,,,,,,
202012,1123002797,1,,,,,,,,,,,,,,,,,,,
202012,1123002800,1,,,,,,1,,,,,,,,,,,,,
202012,1123002807,1,,,,,,,,,1,,,,,,,,,,
202012,1123002814,1,,,,,,,,,,1,,,,,,,,,
202012,1123002818,1,,,,,,,,,,,,,,,,,,,
202012,1123002824,1,,,,,,,,,,,,,,,,,,,1
202012,1123002828,1,,,,,,1,,,,,,,,,,,,,
202012,1123002831,1,,,,,,,,,,,,,,,,,,,
202012,1123002832,2,,,,,,,1,,,,,,,,,,,,1
202012,1123002834,12,1,,,,,,,,,,,,,,,,,,1
202012,1123002835,1,,,,,,,,,,,,,,,,,,,1
202012,1123002839,2,,,,,,,,,,,,,,,,,,,1
202012,1123002840,4,3,,,,,,,,,,,,,,,,,,
202012,1123002841,3,,,,,,,,,,,,,,,,,,,
202012,1123002844,2,,,,,,,,,,,,,,,,,,,
202012,1123002846,3,,,,,,,,,,,,,,,,,,,1
202012,1123002854,1,,,,,,,,,,,,,,,,,,,
202012,1123002856,2,,,,,,,,,,,,,,,,,,,
202012,1123002863,1,,,,,,,,,,,,,,,,,,,
202012,1123002865,2,,,,,,,,,,,,,,,,,,,
202012,1123002871,1,,,,,,,,,,,,,,,,,,,
202012,1123002876,1,,,,,,,1,,,,,,,,,,,,
202012,1123002887,1,,,,,,,,,,,,,,,,,,,
202012,1123002888,1,,,,,,,,,,,,,,,,,,,
202012,1123002889,2,,1,,,,,,,,,,,,,,,,,
202012,1123002891,6,1,1,,,1,,,,,,,,,,,,,,
202012,1123002893,1,1,,,,,,,,,,,,,,,,,,
202012,1123002894,1,,,,,,,,,,,,,,,,,,,1
202012,1123002895,3,,,,,,,,,,,,,,,,,,,2
202012,1123002898,2,,,,,,,,,,,,,,,,,,,
202012,1123002899,1,,,,,,,,,,,,,,,,,,,1
202012,1123002900,2,,,,,,,,,,,,,,,,,,,
202012,1123002901,1,,,,,,,,,,,,,,,,,,,
202012,1123002905,1,,,,,,,,,,,,,,,,,,,
202012,1123002908,2,,,,,,,,,,,,,,,,,,,2
202012,1123002909,1,,,,,,,,,,,,,,,,,,,
202012,1123002914,1,,,,,,,,,,,,,,,,,,,
202012,1123002918,1,,,,,,1,,,,,,,,,,,,,
202012,1123002919,1,,,,,,,1,,,,,,,,,,,,
202012,1123002924,1,,,,,1,,,,,,,,,,,,,,
202012,1123002925,1,,,,,,,,,,,,,,,,,,,1
202012,1123002926,3,,,,,3,,,,,,,,,,,,,,
202012,1123002929,3,,,,,,,,,,,,,,,,,,,
202012,1123002933,2,,1,,,1,,,,,,,,,,,,,,
202012,1123002937,9,,1,1,,4,,,,,,,,,,,,,,1
202012,1123002938,3,,,,,,,,,,1,,,,,,,,,1
202012,1123002939,18,1,1,,,,,1,1,1,13,,,,,,,,,
202012,1123002940,2,,,,,,,,,,,,,,,,,,,
202012,1123002941,1,,,,,,,,,,,,,,,,,,,1
202012,1123002942,1,,,,,,,,,,,,,,,,,,,
202012,1123002943,4,,,,,,,,,,,,,,,,,,,1
202012,1123002946,2,,,,,,,,,,,,,,,,,,,
202012,1123002947,2,,,,,1,,,,,,,,,,,,,,
202012,1123002952,1,,,,,,,,,,,,,,,,,,,
