STDR_YYQU_CD,SUD_CD,TOT_WRC_POPLTN_CO,ML_WRC_POPLTN_CO,FML_WRC_POPLTN_CO,AGRDE_10_WRC_POPLTN_CO,AGRDE_20_WRC_POPLTN_CO,AGRDE_30_WRC_POPLTN_CO,AGRDE_40_WRC_POPLTN_CO,AGRDE_50_WRC_POPLTN_CO,AGRDE_60_ABOVE_WRC_POPLTN_CO,MAG_10_WRC_POPLTN_CO,MAG_20_WRC_POPLTN_CO,MAG_30_WRC_POPLTN_CO,MAG_40_WRC_POPLTN_CO,MAG_50_WRC_POPLTN_CO,MAG_60_ABOVE_WRC_POPLTN_CO,FAG_10_WRC_POPLTN_CO,FAG_20_WRC_POPLTN_CO,FAG_30_WRC_POPLTN_CO,FAG_40_WRC_POPLTN_CO,FAG_50_WRC_POPLTN_CO,FAG_60_ABOVE_WRC_POPLTN_CO,RELM_AR
20232,1123001810,5,3,2,0,1,0,1,3,0,0,1,0,1,1,0,0,0,0,0,2,0,4445.49689001
20232,1123001812,184,120,64,1,29,55,40,40,19,0,13,44,28,19,16,1,16,11,12,21,3,5745.42206838
20232,1123001814,9,6,3,0,0,1,5,3,0,0,0,1,3,2,0,0,0,0,2,1,0,2557.57993975
20232,1123001816,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9384.3475861
20232,1123001819,21,18,3,0,3,8,5,3,2,0,2,6,5,3,2,0,1,2,0,0,0,1904.36639678
20232,1123001822,9,6,3,0,0,1,3,4,1,0,0,1,2,3,0,0,0,0,1,1,1,5127.23001287
20232,1123001824,3,3,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,3710.02490604
20232,1123001827,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2452.77132621
20232,1123001829,10,3,7,0,2,3,3,2,0,0,0,1,1,1,0,0,2,2,2,1,0,2538.48517068
20232,1123001831,140,51,89,1,18,35,45,34,7,1,6,23,14,5,2,0,12,12,31,29,5,13598.1602686
20232,1123001847,23,18,5,1,4,3,6,6,3,0,4,3,3,5,3,1,0,0,3,1,0,5390.73527039
20232,1123001849,35,26,9,0,3,6,9,12,5,0,3,5,6,8,4,0,0,1,3,4,1,15884.2258296
20232,1123001853,41,34,7,0,2,2,7,15,15,0,0,2,6,11,15,0,2,0,1,4,0,3521.82595606
20232,1123001857,121,94,27,0,25,27,35,22,12,0,22,20,25,17,10,0,3,7,10,5,2,6295.81292237
20232,1123001859,8,8,0,0,1,1,5,1,0,0,1,1,5,1,0,0,0,0,0,0,0,1491.61008874
20232,1123001864,47,27,20,0,8,15,6,9,9,0,5,8,5,3,6,0,3,7,1,6,3,19668.2728815
20232,1123001869,4,3,1,0,0,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,5910.88547042
20232,1123001876,21,7,14,0,2,1,7,6,5,0,1,0,1,2,3,0,1,1,6,4,2,12264.955188
20232,1123001878,3,2,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4265.14826027
20232,1123001885,39,16,23,0,6,12,6,9,6,0,3,5,1,6,1,0,3,7,5,3,5,3511.67954615
20232,1123001894,6,4,2,0,0,0,2,4,0,0,0,0,2,2,0,0,0,0,0,2,0,10382.5596797
20232,1123001898,13,3,10,0,2,3,4,1,3,0,0,0,2,0,1,0,2,3,2,1,2,10202.9924044
20232,1123001904,7,5,2,0,0,2,1,2,2,0,0,2,1,1,1,0,0,0,0,1,1,5919.14861411
20232,1123001907,3,2,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2825.53634447
20232,1123001908,18,15,3,0,0,1,7,6,4,0,0,0,5,6,4,0,0,1,2,0,0,1786.3873178
20232,1123001909,4,3,1,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,1,0,1326.48799967
20232,1123001918,47,32,15,0,8,20,13,6,0,0,6,12,9,5,0,0,2,8,4,1,0,3609.02175634
20232,1123001924,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2746.53735723
20232,1123001930,19,15,4,0,0,3,12,2,2,0,0,2,11,1,1,0,0,1,1,1,1,1972.12600563
20232,1123001935,7,3,4,0,1,0,2,3,1,0,0,0,1,1,1,0,1,0,1,2,0,16835.9273328
20232,1123001939,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2390.50075085
20232,1123001940,85,19,66,0,5,5,11,23,41,0,5,1,9,3,1,0,0,4,2,20,40,1322.5410897
20232,1123001941,10,7,3,0,3,5,1,1,0,0,2,3,1,1,0,0,1,2,0,0,0,1211.01319982
20232,1123001944,7,1,6,0,0,1,2,4,0,0,0,0,0,1,0,0,0,1,2,3,0,4627.34944165
20232,1123001947,8,7,1,0,0,1,4,2,1,0,0,1,4,1,1,0,0,0,0,1,0,2646.56892023
20232,1123001957,3,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2612.62853264
20232,1123001958,3,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,5223.47490317
20232,1123001965,5,3,2,0,1,0,1,2,1,0,0,0,1,1,1,0,1,0,0,1,0,2944.25809345
20232,1123001966,11,5,6,0,2,4,2,1,2,0,1,2,0,1,1,0,1,2,2,0,1,2149.47353253
20232,1123001973,14,0,14,0,1,3,3,4,3,0,0,0,0,0,0,0,1,3,3,4,3,4827.13451998
20232,1123001984,32,17,15,0,15,4,7,3,3,0,6,3,4,1,3,0,9,1,3,2,0,6624.73440979
20232,1123001986,10,4,6,0,1,0,5,0,4,0,1,0,0,0,3,0,0,0,5,0,1,2525.93626494
20232,1123001987,2,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3663.45874161
20232,1123001990,9,3,6,0,0,2,2,2,3,0,0,2,1,0,0,0,0,0,1,2,3,4991.96970388
20232,1123001991,4,3,1,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,2957.58181393
20232,1123001992,440,323,117,1,52,73,136,142,36,0,34,47,100,115,27,1,18,26,36,27,9,2659.19958978
20232,1123001993,4,3,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,732.657724252
20232,1123001994,31,11,20,0,6,7,3,10,5,0,0,3,0,3,5,0,6,4,3,7,0,9181.08458714
20232,1123001999,4,2,2,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,1,0,5188.80815538
20232,1123002000,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2839.57107339
20232,1123002004,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3090.53973316
20232,1123002006,3,2,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,5106.74938669
20232,1123002009,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3389.01848664
20232,1123002011,11,8,3,0,3,0,2,1,5,0,2,0,1,1,4,0,1,0,1,0,1,5210.0495317
20232,1123002014,8,6,2,0,0,1,6,0,1,0,0,1,4,0,1,0,0,0,2,0,0,4830.5152482
20232,1123002018,140,91,49,0,8,18,22,41,51,0,7,18,19,22,25,0,1,0,3,19,26,970.851822096
20232,1123002019,3,3,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1411.74946427
20232,1123002021,4,2,2,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,1,0,0,3880.10666176
20232,1123002023,4,2,2,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,1,1,2546.96203805
20232,1123002027,5,5,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1900.110492
20232,1123002036,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3863.14836129
20232,1123002037,12,3,9,0,0,4,5,1,2,0,0,2,0,1,0,0,0,2,5,0,2,2698.79656527
20232,1123002043,18,15,3,0,2,2,5,5,4,0,2,2,3,4,4,0,0,0,2,1,0,2092.60410656
20232,1123002048,4,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,3539.71342265
20232,1123002056,3,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,5004.34740564
20232,1123002061,6,5,1,0,0,1,2,2,1,0,0,0,2,2,1,0,0,1,0,0,0,2221.79576457
20232,1123002064,29,9,20,0,3,9,7,8,2,0,1,3,1,2,2,0,2,6,6,6,0,1401.43957703
20232,1123002066,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3561.66451619
20232,1123002070,9,6,3,0,2,1,2,2,2,0,2,1,1,1,1,0,0,0,1,1,1,3039.62631581
20232,1123002072,14,10,4,0,0,5,2,3,4,0,0,3,1,2,4,0,0,2,1,1,0,2242.76260131
20232,1123002074,4,1,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,1,2312.74095862
20232,1123002076,6,4,2,0,2,3,1,0,0,0,0,3,1,0,0,0,2,0,0,0,0,2454.79125138
20232,1123002078,8,3,5,0,1,0,4,1,2,0,0,0,2,0,1,0,1,0,2,1,1,13384.042897
20232,1123002082,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1643.38839658
20232,1123002091,27,14,13,0,1,4,10,6,6,0,0,2,7,1,4,0,1,2,3,5,2,189650.855414
20232,1123002092,18,12,6,0,1,3,5,6,3,0,1,2,3,5,1,0,0,1,2,1,2,2870.71374496
20232,1123002095,14,4,10,0,3,2,4,3,2,0,1,0,0,1,2,0,2,2,4,2,0,26205.3453911
20232,1123002099,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2225.95049321
20232,1123002102,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1058.83492936
20232,1123002106,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1729.18324543
20232,1123002110,8,7,1,0,0,3,1,4,0,0,0,3,1,3,0,0,0,0,0,1,0,4444.17989109
20232,1123002112,10,7,3,0,0,1,2,6,1,0,0,0,2,4,1,0,0,1,0,2,0,15684.4861607
20232,1123002117,28,14,14,0,1,5,11,10,1,0,0,3,4,6,1,0,1,2,7,4,0,5186.12357986
20232,1123002121,14,4,10,0,2,7,3,2,0,0,0,2,0,2,0,0,2,5,3,0,0,2346.17358884
20232,1123002126,664,359,305,1,62,131,186,167,117,0,26,74,88,93,78,1,36,57,98,74,39,4292.3381603
20232,1123002137,6,3,3,0,0,0,3,1,2,0,0,0,2,0,1,0,0,0,1,1,1,7388.25522622
20232,1123002138,146,95,51,0,27,42,40,24,13,0,10,26,28,20,11,0,17,16,12,4,2,10821.3304508
20232,1123002140,599,420,179,0,51,130,176,140,102,0,34,88,128,97,73,0,17,42,48,43,29,1806.47154327
20232,1123002143,3,3,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2788.7430648
20232,1123002147,13,10,3,0,4,0,5,3,1,0,3,0,4,2,1,0,1,0,1,1,0,2812.86100703
20232,1123002149,131,77,54,0,24,35,20,29,23,0,16,26,15,9,11,0,8,9,5,20,12,1077.17964895
20232,1123002154,23,17,6,0,6,10,3,3,1,0,4,9,3,1,0,0,2,1,0,2,1,1062.3166324
20232,1123002155,5,4,1,0,0,1,1,2,1,0,0,1,1,1,1,0,0,0,0,1,0,2775.26012818
20232,1123002156,49,8,41,0,0,9,14,17,9,0,0,3,1,0,4,0,0,6,13,17,5,5600.48497582
20232,1123002158,7,4,3,0,0,0,4,3,0,0,0,0,3,1,0,0,0,0,1,2,0,3268.57726876
20232,1123002159,10,3,7,0,1,1,2,2,4,0,0,0,1,1,1,0,1,1,1,1,3,8732.50187672
20232,1123002160,169,34,135,0,6,9,33,72,49,0,3,3,9,7,12,0,3,6,24,65,37,5820.05613738
20232,1123002162,18,5,13,0,1,2,5,5,5,0,0,0,1,2,2,0,1,2,4,3,3,4503.00374877
20232,1123002166,4,3,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,4374.58570695
20232,1123002171,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4935.77759267
20232,1123002173,70,33,37,0,8,17,10,19,16,0,1,5,4,10,13,0,7,12,6,9,3,4747.74478704
20232,1123002174,26,3,23,0,4,7,7,7,1,0,1,2,0,0,0,0,3,5,7,7,1,2632.94803202
20232,1123002175,11,10,1,0,3,2,6,0,0,0,3,2,5,0,0,0,0,0,1,0,0,4021.82257158
20232,1123002178,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2490.52703263
20232,1123002179,9,6,3,0,1,1,1,5,1,0,1,0,1,3,1,0,0,1,0,2,0,4191.7694339
20232,1123002180,19,7,12,0,0,6,9,3,1,0,0,2,4,0,1,0,0,4,5,3,0,5056.23016698
20232,1123002183,88,11,77,0,7,28,28,21,4,0,2,2,3,2,2,0,5,26,25,19,2,16977.1701846
20232,1123002186,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,637.874780302
20232,1123002190,150,55,95,1,26,38,48,33,4,1,10,12,16,14,2,0,16,26,32,19,2,6912.98431199
20232,1123002191,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4523.1297816
20232,1123002198,9,4,5,0,0,0,5,2,2,0,0,0,1,1,2,0,0,0,4,1,0,3443.34547656
20232,1123002199,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2459.30964445
20232,1123002201,3,2,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,2464.20029723
20232,1123002204,24,10,14,0,2,6,4,6,6,0,0,4,2,0,4,0,2,2,2,6,2,1491.48814953
20232,1123002207,66,11,55,0,8,8,21,25,4,0,2,0,3,4,2,0,6,8,18,21,2,20535.5716621
20232,1123002209,23,6,17,0,3,2,6,8,4,0,1,2,1,0,2,0,2,0,5,8,2,13140.2743558
20232,1123002210,2,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3223.23791026
20232,1123002215,5,2,3,0,0,1,3,1,0,0,0,0,2,0,0,0,0,1,1,1,0,3490.69604892
20232,1123002218,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6562.4026054
20232,1123002220,54,21,33,0,15,17,11,5,6,0,1,3,8,4,5,0,14,14,3,1,1,16768.3859252
20232,1123002222,132,83,49,0,22,16,24,48,22,0,14,8,15,30,16,0,8,8,9,18,6,5179.10626493
20232,1123002224,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5155.47349608
20232,1123002227,55,31,24,0,0,3,21,25,6,0,0,1,9,17,4,0,0,2,12,8,2,4133.41379771
20232,1123002229,29,6,23,0,0,6,10,11,2,0,0,1,2,1,2,0,0,5,8,10,0,25744.5218007
20232,1123002232,56,13,43,0,7,19,15,14,1,0,1,5,3,3,1,0,6,14,12,11,0,20769.5395934
20232,1123002235,349,138,211,2,87,67,59,92,42,0,20,40,37,19,22,2,67,27,22,73,20,4026.98877548
20232,1123002239,13,8,5,0,0,1,4,3,5,0,0,0,2,3,3,0,0,1,2,0,2,2505.9275616
20232,1123002241,917,558,359,0,89,219,256,253,100,0,40,72,162,195,89,0,49,147,94,58,11,264120.405593
20232,1123002242,12,8,4,0,0,6,3,3,0,0,0,4,2,2,0,0,0,2,1,1,0,3622.2253219
20232,1123002243,27,20,7,0,2,3,5,7,10,0,2,2,5,5,6,0,0,1,0,2,4,6707.2140141
20232,1123002244,33,18,15,0,5,8,8,9,3,0,0,3,4,9,2,0,5,5,4,0,1,5366.84284805
20232,1123002246,14,13,1,0,0,0,2,6,6,0,0,0,2,6,5,0,0,0,0,0,1,3571.80590865
20232,1123002247,68,27,41,0,13,24,14,9,8,0,2,9,6,5,5,0,11,15,8,4,3,3412.74802572
20232,1123002248,220,83,137,0,10,12,52,97,49,0,6,5,21,34,17,0,4,7,31,63,32,4472.11898723
20232,1123002249,46,24,22,0,2,6,10,5,23,0,1,2,5,2,14,0,1,4,5,3,9,6566.48065377
20232,1123002250,45,28,17,0,4,1,9,13,18,0,2,0,4,11,11,0,2,1,5,2,7,3517.35178291
20232,1123002251,40,21,19,0,9,4,6,8,13,0,1,2,5,6,7,0,8,2,1,2,6,7174.54945447
20232,1123002253,38,30,8,0,3,8,12,7,8,0,2,6,9,7,6,0,1,2,3,0,2,4171.19225771
20232,1123002254,12,7,5,0,0,3,2,2,5,0,0,1,2,1,3,0,0,2,0,1,2,7304.62080241
20232,1123002257,583,464,119,0,23,75,116,111,258,0,17,64,107,92,184,0,6,11,9,19,74,4505.1525303
20232,1123002262,42,15,27,0,7,12,13,5,5,0,0,3,8,1,3,0,7,9,5,4,2,6922.57938222
20232,1123002263,23,12,11,0,0,3,6,2,12,0,0,0,3,2,7,0,0,3,3,0,5,6290.75318039
20232,1123002265,3,2,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1874.69934541
20232,1123002266,3,2,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,1316.81873043
20232,1123002267,12,6,6,0,3,2,0,3,4,0,0,0,0,3,3,0,3,2,0,0,1,11343.4469245
20232,1123002270,5,4,1,0,0,0,2,2,1,0,0,0,2,1,1,0,0,0,0,1,0,680.022418855
20232,1123002272,5,3,2,0,0,0,1,2,2,0,0,0,1,0,2,0,0,0,0,2,0,2539.19443165
20232,1123002274,144,83,61,1,27,44,27,26,19,0,4,23,21,21,14,1,23,21,6,5,5,6450.61661385
20232,1123002276,22,11,11,0,1,6,7,3,5,0,0,3,5,1,2,0,1,3,2,2,3,6759.87866561
20232,1123002279,6,3,3,0,0,0,2,2,2,0,0,0,0,1,2,0,0,0,2,1,0,7141.81428832
20232,1123002281,7,6,1,0,1,2,1,3,0,0,1,1,1,3,0,0,0,1,0,0,0,1074.11712513
20232,1123002282,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1740.97410592
20232,1123002283,4,3,1,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1532.81553405
20232,1123002286,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,923.55901947
20232,1123002288,3,2,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2666.28772958
20232,1123002290,8,5,3,0,0,0,1,5,2,0,0,0,0,3,2,0,0,0,1,2,0,5663.67935415
20232,1123002291,53,27,26,2,6,12,13,15,5,0,3,12,6,4,2,2,3,0,7,11,3,1857.36362904
20232,1123002292,6,6,0,0,0,1,2,0,3,0,0,1,2,0,3,0,0,0,0,0,0,5095.5741118
20232,1123002298,13,9,4,0,3,9,1,0,0,0,3,5,1,0,0,0,0,4,0,0,0,1788.32139912
20232,1123002300,24,13,11,0,0,4,4,7,9,0,0,2,2,3,6,0,0,2,2,4,3,5551.81187853
20232,1123002301,4,4,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,5556.88182803
20232,1123002303,3,1,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1968.87547387
20232,1123002304,209,92,117,0,42,68,44,25,30,0,3,19,25,16,29,0,39,49,19,9,1,4136.59020888
20232,1123002311,7,6,1,0,0,0,1,4,2,0,0,0,1,3,2,0,0,0,0,1,0,2692.41951674
20232,1123002312,11,8,3,0,2,0,2,4,3,0,2,0,0,4,2,0,0,0,2,0,1,4527.89056143
20232,1123002313,3,2,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,6984.39564968
20232,1123002314,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3617.12360981
20232,1123002315,30,3,27,0,0,3,2,19,6,0,0,1,0,1,1,0,0,2,2,18,5,3189.24692818
20232,1123002316,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1090.98235375
20232,1123002321,6,1,5,0,1,1,1,2,1,0,0,0,0,0,1,0,1,1,1,2,0,3434.18195563
20232,1123002326,31,23,8,0,3,10,8,6,4,0,1,6,7,5,4,0,2,4,1,1,0,9551.84924255
20232,1123002327,4,2,2,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,2,3611.62367222
20232,1123002328,579,384,195,1,156,277,142,2,1,0,64,193,124,2,1,1,92,84,18,0,0,8105.10463962
20232,1123002330,7,6,1,0,0,1,3,1,2,0,0,1,3,1,1,0,0,0,0,0,1,4794.39141547
20232,1123002332,19,12,7,0,2,4,2,5,6,0,2,2,1,3,4,0,0,2,1,2,2,5008.30370071
20232,1123002333,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1544.57627638
20232,1123002334,28,11,17,0,2,2,3,14,7,0,2,1,0,3,5,0,0,1,3,11,2,3360.12192372
20232,1123002335,3,2,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2991.9522189
20232,1123002340,582,300,282,3,179,249,105,45,1,1,82,132,49,35,1,2,97,117,56,10,0,4844.07531438
20232,1123002341,55,14,41,0,8,15,17,11,4,0,3,3,3,1,4,0,5,12,14,10,0,16193.3263142
20232,1123002343,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1511.35400755
20232,1123002345,104,75,29,0,13,31,37,11,12,0,7,26,29,8,5,0,6,5,8,3,7,3137.59640447
20232,1123002348,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2043.68568529
20232,1123002351,52,17,35,0,1,0,14,30,7,0,0,0,6,6,5,0,1,0,8,24,2,2120.67131279
20232,1123002352,3,2,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1209.85285074
20232,1123002353,9,6,3,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,2,1,4499.28234407
20232,1123002354,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1737.93589134
20232,1123002358,18,11,7,0,1,3,6,6,2,0,1,1,4,3,2,0,0,2,2,3,0,2912.30757317
20232,1123002359,49,5,44,0,12,11,11,14,1,0,1,2,1,1,0,0,11,9,10,13,1,17341.5030527
20232,1123002360,120,70,50,0,15,27,24,39,15,0,11,20,18,16,5,0,4,7,6,23,10,4894.46703079
20232,1123002361,4,4,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,1614.26543567
20232,1123002362,13,8,5,0,4,1,4,3,1,0,2,1,2,2,1,0,2,0,2,1,0,4788.69494573
20232,1123002363,3,1,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1850.30512168
20232,1123002365,25,19,6,0,6,3,9,5,2,0,4,3,7,3,2,0,2,0,2,2,0,4822.82214585
20232,1123002367,12,5,7,0,1,0,6,4,1,0,0,0,4,1,0,0,1,0,2,3,1,5047.00025452
20232,1123002368,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3987.13698327
20232,1123002369,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1163.20300487
20232,1123002372,4,4,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1012.48171616
20232,1123002374,13,7,6,0,0,0,2,7,4,0,0,0,0,4,3,0,0,0,2,3,1,4366.4474611
20232,1123002379,36,31,5,0,2,4,2,9,19,0,0,4,1,8,18,0,2,0,1,1,1,11334.9830522
20232,1123002380,41,27,14,0,5,10,9,12,5,0,2,8,4,9,4,0,3,2,5,3,1,6193.59377387
20232,1123002382,29,15,14,0,1,8,10,6,4,0,0,5,6,3,1,0,1,3,4,3,3,4402.09264046
20232,1123002385,6,3,3,0,0,3,1,2,0,0,0,1,1,1,0,0,0,2,0,1,0,3269.75525522
20232,1123002386,3,3,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1483.74198814
20232,1123002387,41,22,19,0,5,10,14,7,5,0,3,4,6,5,4,0,2,6,8,2,1,9483.39448294
20232,1123002388,9,6,3,0,0,0,2,4,3,0,0,0,1,3,2,0,0,0,1,1,1,3319.92875618
20232,1123002390,26,18,8,0,4,6,7,6,3,0,3,4,4,5,2,0,1,2,3,1,1,2716.47116399
20232,1123002392,8,7,1,0,0,0,2,4,2,0,0,0,2,3,2,0,0,0,0,1,0,6124.54651913
20232,1123002393,3,3,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,5701.47397597
20232,1123002394,4,3,1,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,1,0,2626.38319737
20232,1123002395,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4594.25587329
20232,1123002401,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1058.91228679
20232,1123002403,2,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1549.284005
20232,1123002404,6,5,1,0,0,0,1,5,0,0,0,0,1,4,0,0,0,0,0,1,0,3479.13120395
20232,1123002405,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2106.21908255
20232,1123002406,5,2,3,0,2,0,2,0,1,0,1,0,0,0,1,0,1,0,2,0,0,4386.64720564
20232,1123002407,17,12,5,0,3,3,7,4,0,0,2,2,6,2,0,0,1,1,1,2,0,2975.2159031
20232,1123002409,6,3,3,0,0,0,2,0,4,0,0,0,1,0,2,0,0,0,1,0,2,2822.09873085
20232,1123002410,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6012.36030651
20232,1123002412,5,2,3,0,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,1,0,872.237863966
20232,1123002417,218,146,72,0,24,43,56,55,40,0,11,33,37,36,29,0,13,10,19,19,11,4639.88905157
20232,1123002418,5,0,5,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,3,1,1213.57278641
20232,1123002419,21,16,5,0,6,5,3,5,2,0,3,5,3,3,2,0,3,0,0,2,0,2466.30164489
20232,1123002422,29,21,8,0,9,9,1,9,1,0,8,5,1,6,1,0,1,4,0,3,0,5463.57178712
20232,1123002423,2,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3874.95893226
20232,1123002424,15,7,8,0,1,9,3,0,2,0,1,3,2,0,1,0,0,6,1,0,1,1624.32393773
20232,1123002429,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3171.77296686
20232,1123002430,7,5,2,0,0,1,2,4,0,0,0,1,1,3,0,0,0,0,1,1,0,1099.48313509
20232,1123002433,5,4,1,0,1,2,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0,5130.40644399
20232,1123002434,24,17,7,0,0,0,12,7,5,0,0,0,9,5,3,0,0,0,3,2,2,5237.79948596
20232,1123002435,8,0,8,0,2,0,3,3,0,0,0,0,0,0,0,0,2,0,3,3,0,1498.45916254
20232,1123002440,4,2,2,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1820.12008515
20232,1123002442,35,10,25,0,9,7,7,7,5,0,0,4,4,1,1,0,9,3,3,6,4,7620.53064753
20232,1123002445,32,9,23,0,2,10,5,5,10,0,0,1,5,1,2,0,2,9,0,4,8,3643.97908972
